question_id,member_id,question,其它,完成式,連接詞,假設語氣,分詞,PT,進行式,過去式,未來式,關係代名詞,不定詞,名詞子句,被動,介係詞
117417,59030,you being killed.. 為何用being? are呢?,3.44313366213e-05,0.00890497783158,0.0452106092735,0.00130018103882,0.0645402050578,0.415455657573,0.028758952976,0.0274216474386,0.000778079023909,0.0492402695527,0.00237017389174,0.00201642267331,0.0584921374539,0.295476254879
91138,59030, shortened 加上ed  是因為被動式  還是 為了變成形容詞?  還是兩者根本相同?,9.05179059071e-05,0.0110733764664,0.0289825544519,0.00245862477122,0.149648375772,0.525901730113,0.014084315693,0.0590412217724,0.00176315639922,0.0390253915092,0.00705824073393,0.00522337604695,0.0516897462857,0.103959372079
58571,99945,"of being+動詞,是被動的用法嗎?",3.74106338337e-06,0.00217495551254,0.0326407398897,0.000241007358215,0.0822548274595,0.288351356013,0.00445835184307,0.0123861364577,0.000107688006384,0.043008390363,0.00115270828055,0.000601271657083,0.0170494194389,0.515569406657
59433,90098,"Say ""she sells sea shells by the seashore,"" and say it with rhythm. 這一句想問shells不是本來就是貝殼的意思嘛? 為何前面要加一個""sea""，有什麼作用呢?",2.36315319732e-05,0.00586066705379,0.0479844929317,0.00100361872159,0.0267445567957,0.446491595587,0.00476043689723,0.0314322684207,0.000495497786722,0.0309335198347,0.00250280090355,0.0023554730526,0.0123362923356,0.387075148147
1649,54475,of being alive  這樣不就變成活著是被動式嗎?,4.2678274743e-05,0.00674140260227,0.0249551750778,0.00120530698518,0.0556578354768,0.381638564903,0.0114339234269,0.0254052912534,0.000751693207752,0.0505006414974,0.0023274068961,0.00244963682033,0.0826057326603,0.354284710918
38084,79440,If you're interested in being coached     being coached不懂這文法怎麼用 何時用,3.8437311994e-05,0.00901512935073,0.0590439837554,0.00216628751312,0.0699278064134,0.411681329755,0.0291710391412,0.0258180909124,0.000854694564236,0.0542588303931,0.00258099107295,0.0030569037728,0.0408304923066,0.291555983737
27411,63566,請問by the way在這裏應該要放置在哪個地方。。 ,2.37848520683e-05,0.00331702044651,0.0144448559714,0.000725856345403,0.0187463550096,0.738767602196,0.00319277521262,0.00906609277972,0.00045167531672,0.0240256002181,0.00167125947413,0.0014409417945,0.0229123515643,0.161213828819
33956,89452,drummed out 意思及用法,1.62197450783e-05,0.00372932407892,0.0304989120737,0.000761630760209,0.0129443281956,0.73981118053,0.00312964387473,0.00669148704074,0.000415228297432,0.021504274176,0.00153495005045,0.00150440590756,0.0164091763576,0.161049238912
21508,79132,"by the way/順便一提,在這句子的義意為何？",7.17869465898e-06,0.00138235271923,0.00970717312416,0.000257794828152,0.00691611888027,0.906095118213,0.00130632451471,0.00503556374677,0.000128388348697,0.00664397701557,0.000548445504602,0.000488835565605,0.0202876457579,0.0411950830868
43714,90317, two cards are shown 為什麼會有be動詞加上過去分詞的文法？,2.31989246711e-05,0.00741685638389,0.0325764375283,0.00126067776513,0.145268045487,0.575493605081,0.0118498674687,0.0409345376452,0.000846693911389,0.0559387316654,0.00352111328715,0.00200742927287,0.0157180245768,0.107144781002
31122,88690,不太懂'by the way'在這邊的使用方式跟意義,1.14895758503e-05,0.00201206419541,0.00972885070335,0.00035316109179,0.00982766506339,0.880438263216,0.00207746953799,0.00588153370105,0.000218802180492,0.0109286316071,0.000870368207008,0.00070274463732,0.016580388796,0.0603685674873
74910,98328,不太懂為什麼要用be動詞+Ved?? ,2.31813610059e-05,0.00521810234016,0.0351612289613,0.00131360306445,0.078909360935,0.622428456234,0.015719631938,0.018157969939,0.00101626171278,0.0406812361989,0.00566585916745,0.00283420010856,0.0265431080298,0.146327800009
55278,98328,you being killed 文法??,4.03761430927e-05,0.0136598125545,0.0545926005484,0.00193802894638,0.0855962591357,0.434644921661,0.0258223924486,0.0244103489791,0.000879580593234,0.0594185391567,0.00338833716468,0.00359976510407,0.0394556961973,0.252553341367
49088,97195,"by the way 放在中間,解釋?",4.52586907046e-06,0.000941800179023,0.0367303962184,0.000169074505566,0.00728151954653,0.78412120916,0.000979569698111,0.00470543023052,7.71678200652e-05,0.0101811685075,0.000343162769537,0.000429718911296,0.0173196677286,0.136715588856
49089,97195,"by the way 放在中間,解釋?",4.52586907046e-06,0.000941800179023,0.0367303962184,0.000169074505566,0.00728151954653,0.78412120916,0.000979569698111,0.00470543023052,7.71678200652e-05,0.0101811685075,0.000343162769537,0.000429718911296,0.0173196677286,0.136715588856
41484,84435, Everything we say can be drummed out. 請問老師被動的文法?,3.21599073321e-06,0.00107999458834,0.0127934137086,0.000196859904823,0.00619029919881,0.883123017475,0.00200334197681,0.00499826424731,9.12105295586e-05,0.0258599285381,0.000428473543326,0.000608268070292,0.0204670786015,0.0421566336269
25753,84435,by  the  way 在句中不是當順便一提解釋?,6.61420856044e-06,0.00118387958861,0.00954453688039,0.000226050168698,0.0108439598467,0.795023362334,0.00141444855334,0.00559937685651,0.000113369516007,0.00903251348042,0.000642533527585,0.000474796056354,0.0420696544341,0.123824904549
85962,102858,請問這裡的placed為什麼是使用ed呢？,0.000174762793002,0.0205325478506,0.0467229363565,0.00486251896065,0.161753717724,0.417777053643,0.0306188225889,0.143002553656,0.00301751617218,0.0435547525496,0.00806421449691,0.00742205078729,0.039659981405,0.0728365710165
85615,102858,請問這裡的designed為什麼是使用ed?,0.000190441457543,0.0221742746094,0.0413321355831,0.0052995825752,0.164917185471,0.398431958633,0.017038968527,0.145792912803,0.00328851693775,0.0580694904041,0.00878994107518,0.00808977481485,0.0576385886519,0.0689462284578
84027,102858,請問這裡的proven為什麼不是使用prove呢？,0.00039125416736,0.0374942453216,0.0845295323233,0.0108817391135,0.0852853593043,0.311480128777,0.0349443996475,0.0755354870193,0.00675402722172,0.0761080918718,0.0180421397517,0.0166065309657,0.0766144232561,0.165332641259
78947,102858,請問這裡的was convinced 是被動語態嗎？ 為什麼這麼使用?,9.56216211412e-05,0.0102712435329,0.035257008216,0.00454081686017,0.0263692392382,0.571032699107,0.0126858017664,0.0608854577942,0.0016418148422,0.0274554891047,0.00515443841938,0.00521478263108,0.169144050206,0.0702515366612
75472,102858,請問這裡的foraging是動名詞當名詞用嗎？,0.000221682690537,0.0206182754322,0.0855776070491,0.00610734189718,0.211974769532,0.197494777561,0.0192131126274,0.0488278869837,0.00380654469116,0.0452986448982,0.0164169187525,0.0128310775252,0.0263853408311,0.305226019529
72377,102858,請問這裡的supported和tailored分別是什麼詞性 是作為被動還是過去分詞當形容詞呢？,9.4026728756e-05,0.0148497470503,0.0746539946636,0.00255516137082,0.214497793683,0.291950654786,0.0115156237823,0.0965271004815,0.00199882792371,0.034033162158,0.00863344615686,0.00729067560253,0.0556913253149,0.185708460297
117626,62926,不好意思，請問為何這個助動詞是用is呢? spread是動詞的話，那助動詞應該用does才對啊?,6.09630548016e-05,0.0123600103282,0.059332539108,0.00231389226651,0.0679785150508,0.563355336655,0.0163605855578,0.0504006590377,0.00134467684393,0.0516017320888,0.00681491575995,0.00529242137882,0.0216586890368,0.141125063833
114445,62926,不好意思，我查了字後還是不太了解的get是什麼意思 請問不加get直接用sent to you不行嗎?,2.6855143383e-05,0.0067897247626,0.0330944587546,0.00107954397408,0.0271251233556,0.727961708698,0.0112912863624,0.0167994307416,0.000984400594826,0.019537147418,0.00431672229605,0.00210227611254,0.0126459704476,0.136245351339
109893,62926,不好意思，我不太理解為何這句要用you're left被動式? 還有這句的with是什麼意思呢?left是及物動詞，不加with不是也可以嗎?,1.16004260161e-05,0.004409625952,0.0179065396839,0.000447661376051,0.0244249782535,0.603365305852,0.00358730906918,0.0160230751206,0.000248942245997,0.0180786733211,0.00093016411593,0.00147826167905,0.0561612333124,0.252926629592
83536,62926,對不起，請問being coached為何要使用被動式呢? 還有coached on的on是什麼意思呢?,0.00013783035627,0.0158159180928,0.0553081368223,0.00418020174633,0.0707870548769,0.341159063209,0.0249818509051,0.0431347966444,0.00260532542109,0.0541817210826,0.00810323210648,0.00596879305072,0.0785753954635,0.295060680223
16573,62926,(be prepared to)不是 be+過去分詞的被動是結構嗎?那為何這裡是主動式呢,2.50182860952e-05,0.00607875470466,0.0276259115211,0.00156061835697,0.307935045515,0.466138376929,0.0167805380913,0.0378504840502,0.0016236294179,0.0322457995204,0.00526775563114,0.00304598976819,0.0288564703659,0.0649656078423
4887,62926,請問前面的are代表甚麼?,2.25042548938e-05,0.00835034829692,0.126052835187,0.000799472228399,0.0368512095813,0.558545875137,0.011301853344,0.0300027569053,0.000712400627674,0.0751833173606,0.00262375258495,0.0014803115975,0.0128796063016,0.135193756593
41326,89754,If you're interested in being coached  有3個問題  1. are interested 是否為過去分詞當形容詞用. being coached為表被動語態 2. being之用途為何? 3. 是片語 coached on 或為何使用介係詞 on   ,3.22057427391e-05,0.00558328818135,0.0674571316061,0.00138085645613,0.0775584535264,0.376981483336,0.0172059055378,0.0234761900225,0.000701929554025,0.0333933267307,0.00302278615752,0.00255529122293,0.066444172071,0.324206979855
82667,70429,yet proven是何詞性,8.49151840993e-05,0.0104749493592,0.226819845503,0.00242168374318,0.0680081031924,0.42766536178,0.00953062957594,0.0287695952326,0.00146202534598,0.0288207628284,0.00564566345855,0.00473531236836,0.0215222358881,0.16403891654
30842,70429,interested in 為何後面be+ing ,4.50601996833e-05,0.00649901467077,0.0404206086231,0.00177806817976,0.214552141306,0.341216530772,0.0339473048933,0.0204843193052,0.00131301814244,0.0534152733781,0.00466297205165,0.00284757502126,0.0326695627246,0.246148550732
42763,92895,"The idea of seeing ourselves being successful ,為何successful前要用being,我對這類的動名詞用法不是很了解?",4.94099005907e-05,0.0122612865331,0.0467811057604,0.00177116585434,0.10223180847,0.436332102098,0.0133142994439,0.023850590505,0.000992810239971,0.0558882622071,0.00455893785563,0.00348520476721,0.0247815741209,0.273701442244
41878,92895,a person's reaction to being asked out. 這個文法為何用being?,1.74508836039e-05,0.0041065063755,0.0219750303081,0.000716034965169,0.0343446185557,0.407446688554,0.0130194429284,0.008548837103,0.000398931184736,0.0369862160576,0.00169606201049,0.00162439827036,0.01821321522,0.450906567583
76488,85084,will 是助動詞，為什麼rejected不用原形動詞？謝謝老師！,4.94915506862e-05,0.0110953840011,0.0729750584885,0.00191010728588,0.138084671739,0.319745266214,0.0228709366431,0.096344476118,0.00183592044724,0.0437230050749,0.00710466997485,0.00234893617515,0.0188074199402,0.263104656348
42097,68269,為什麼 interest和coach要加ED？,0.000199831991276,0.0217777921041,0.0414794281847,0.00553078522799,0.117553050727,0.505220684403,0.0175741016028,0.104375846481,0.00344020235831,0.044706641919,0.00914150027765,0.00842099958357,0.0362864031998,0.0842927319398
20383,68269,Our brain is actually made up of mostly water 想請問為什麼是用made ?,4.95660330815e-05,0.0136605818901,0.0494351824046,0.00145197420321,0.0217385487854,0.577389774142,0.0136712554381,0.0725660138711,0.00102140545504,0.0650227358544,0.00370569452398,0.00458715382304,0.0216591289555,0.15404098462
36253,91695,為什麼judged在beV動詞後面加ed,0.000103129730358,0.0126246214689,0.0499065394579,0.00404743666406,0.198814160716,0.380162654634,0.0130555201054,0.0938237618261,0.00191945642548,0.0388758873109,0.0104111941944,0.00544857671458,0.0453856009286,0.145421459823
67152,95082,"請問為何這裡不是用the breast is left
而是用you're left？
這樣不是說
你被剩下？
",1.40331617146e-05,0.00481572951649,0.015793643641,0.000575409549314,0.0306741451834,0.765855367142,0.00605671329801,0.032352992987,0.000354839320357,0.0129283908489,0.00125529819382,0.00217805204066,0.0540034479144,0.0731419372031
43122,90964, you've been involved in.... 是被動式? 可以寫成you've involved in.... ?,1.24215416412e-05,0.0177878347507,0.0178151474561,0.000634587223081,0.0352410645292,0.813742332711,0.00676803722348,0.00860028931427,0.00027421637376,0.0143846952823,0.0012399511953,0.00102860730965,0.0240981514948,0.058372663595
31992,75378,"請問這邊的 get sent 是<被動>的形式嗎? 其中get的用法要如何使用,是後面加p.p就有如同beV+p.p的用法嗎? 謝謝老師",7.44015934204e-05,0.011735430997,0.0792209955242,0.00350749315518,0.0648782357377,0.340469800468,0.0174049296325,0.0473459258106,0.00194299443957,0.0474480943549,0.010019234758,0.00426773288771,0.0622004415664,0.309484289075
21319,75378,"如果今天constructed(及物動詞).被一個不及物動詞取代, 不及物動詞的被動式取代,該動詞後面需要接配合的介係詞嗎? 謝謝老師",9.64238770362e-05,0.00886625261495,0.042969262734,0.00264098958202,0.0696366701491,0.198085967586,0.0105488985326,0.0380497274251,0.00169110230972,0.0311462458269,0.00731094884339,0.00468973942371,0.0562640761705,0.528003694925
29324,48758,"""You are always judged by the way you perform"" 此處perform是動詞嗎?可以針對這種句型簡單說明嗎? ",1.72573178819e-06,0.000843646510015,0.00790202491941,7.8831648223e-05,0.0136561461526,0.937050895879,0.000809597873683,0.00340466055864,4.67561465826e-05,0.0075770821402,0.000263410213508,0.000201115319372,0.00571793606163,0.0224461708456
41753,90501,interested in being coached--&gt;為什麼不是 interested in coaching on ?,5.86778672311e-05,0.00788825330806,0.046817819509,0.00181168851784,0.0985945093761,0.41648776983,0.0168286065055,0.0299444677562,0.00108829004564,0.0482082599422,0.00365038522912,0.00280818546906,0.0332049193951,0.292608167249
108769,93132,making 是分詞構句嗎？他可以怎麼還原呢？,0.000159698594818,0.0202172804923,0.0993281416261,0.00488883828641,0.182669213523,0.272009836789,0.0463274247373,0.0436921259232,0.00271047852832,0.132924308338,0.0109877728159,0.00949275471585,0.0284649854888,0.146127140142
108768,93132,making 是分詞構句嗎？他可以怎麼還原呢？,0.000159698594818,0.0202172804923,0.0993281416261,0.00488883828641,0.182669213523,0.272009836789,0.0463274247373,0.0436921259232,0.00271047852832,0.132924308338,0.0109877728159,0.00949275471585,0.0284649854888,0.146127140142
41239,85699,being presented as可以怎麼解釋和為什麼文法這麼用,1.11228668783e-05,0.0040491665508,0.0491028851863,0.000585939237648,0.038964936837,0.632572516604,0.00579218566736,0.00821498275098,0.000221404200562,0.0241061032285,0.00155099712931,0.000906082427389,0.0137488323039,0.220172845009
46593,74757,不懂這句的文法You are always judged by the way you perform.,9.27609240268e-07,0.000618990865832,0.00363917812892,5.53392440289e-05,0.00971919741728,0.951827427218,0.000831707907519,0.00173267670516,2.5366060005e-05,0.00452314594064,0.000120338495071,0.000114626783869,0.00942282336155,0.0173682542625
85963,88339,請問老師and yet後面的proven是過去分詞嗎？ 不太理解這句的文法,1.80262274427e-05,0.00531579444574,0.0608535750092,0.000698313044711,0.117715927384,0.718912879396,0.00359420476786,0.0190858294784,0.000459839796479,0.0173515265101,0.00193040366832,0.00143430342914,0.00905629581298,0.0435730810297
6076,63692,"在這句為什麼是judged,  不是judge?",0.000197065560871,0.0189025585516,0.0426788483477,0.00548249551862,0.135753263752,0.536573761948,0.017617150423,0.0381138883932,0.00340240734614,0.0429412716156,0.00909180911476,0.00836796149574,0.0429894965483,0.0978880213851
22572,79308,請問為什麼是用by the way ?這不是順便一提或是幾分阻礙的意思嗎? ,9.70412177973e-06,0.00163722435476,0.00833691493495,0.000326070551873,0.00739925484688,0.897851072688,0.00134101022619,0.00452942277952,0.000165571424018,0.0066242622696,0.000659111874329,0.000538855112649,0.0212871050462,0.0492944197694
52999,98653,being coached 是要形容interested in---&gt;對指導有興趣 on how to do exactly that 是要形容coached --&gt;如何精準地做那件事的指導 所以結合兩者 對如何精準地做那件事的指導有興趣 文藝是這樣來的嗎,7.28494522864e-05,0.0096340591396,0.0554093292875,0.00262202699012,0.0817759011037,0.52358552837,0.0151135730604,0.0424135933391,0.00157765452907,0.0578647639967,0.00661809790839,0.00702015233569,0.0283874747288,0.167904995759
52995,98653,可以再仔細講一下這裡的句子嗎 尤其是 1.being coached 應該是分詞構句 或片語吧 主動ing 被動ed 可是這裡又ing又ed怪怪的不太懂 2.on how to do exactly that 為什麼有that ,6.17872792553e-06,0.0015066006946,0.0204827460599,0.000279539897075,0.0918688617049,0.733782446018,0.00360978732814,0.0149567321637,0.000136998236576,0.0255923064675,0.000711208285621,0.000961948381296,0.0132706041748,0.0928340418595
9722,41538,be left with... 就是剩下...的意思嗎?,2.08958831649e-05,0.00469437538573,0.0147181881948,0.000814982283749,0.0380018944,0.765287095839,0.00640529732883,0.0165679899517,0.000607715910074,0.015343101375,0.00169480082707,0.00178811201494,0.0582933709979,0.0757621796082
12019,70370,by the way,6.61420856044e-06,0.00118387958861,0.00954453688039,0.000226050168698,0.0108439598467,0.795023362334,0.00141444855334,0.00559937685651,0.000113369516007,0.00903251348042,0.000642533527585,0.000474796056354,0.0420696544341,0.123824904549
2982,54803,How is rabies spread? 這裡為什麼是用spread而不是spreading be動詞後不是要加ing嗎?,4.57133535332e-05,0.00714891770543,0.0637930451798,0.00246439021937,0.0772041377306,0.456620394031,0.0194135965512,0.0301097340735,0.0013756983563,0.0474721756274,0.00582159965503,0.00631323891802,0.0202783333182,0.261939025281
112590,79207,請問為什麼這裡securing用ing呢？ to be proactive 是被動語態嗎？,3.59556322828e-05,0.0060698024003,0.0221266636579,0.00185464527905,0.0913839664472,0.389238337308,0.0250186061929,0.0222001918764,0.00138944997955,0.0326103940757,0.0047426209953,0.00260874339651,0.125173701177,0.275546921581
37957,79207, judged 為何是過去分詞?,5.50545306469e-05,0.00822387839534,0.0129571478062,0.00152307020828,0.397025608995,0.440211354107,0.00596906636446,0.0613590878336,0.0014492462971,0.0184817429345,0.0033244999416,0.00231848547622,0.0179952243886,0.0291065327209
24368,25154,請問這裡的started是名詞嗎？,0.000126274448479,0.0130400572947,0.0419512460125,0.00316213160301,0.117619888425,0.493907508969,0.0240896552658,0.0397095110084,0.00224236484456,0.0431292823856,0.00907458393045,0.015753196218,0.0211155359619,0.175078763633
16047,60267,這裡的 you're left with ，用 be 動詞 + left   然後with的意思是什麼呢？,6.61215699462e-06,0.00316802632648,0.0150040945827,0.000327466607532,0.0397545932643,0.680153770364,0.00467958073126,0.0158974622783,0.000220836698437,0.0141561392566,0.000896045882058,0.00127946622166,0.0490484305768,0.175407475053
5952,59710,everyone  divided into 請問這裡是被動語態嗎？ 我看中文解釋是被動語態，但好像沒有be動詞？,3.00579612541e-05,0.00480699367246,0.0228525032413,0.00109016385186,0.0254091966601,0.707735031011,0.00685132098282,0.0154675886625,0.000734078227306,0.0198237708706,0.00278537309732,0.00200458798248,0.125498913664,0.064910420115
9958,60135,"Keep your posture erect, but not overly posed. 請問這裡的posed的詞性是動詞的被動語態,過去分詞嗎?",6.55233719057e-05,0.0111132192845,0.0545416212887,0.00225368569501,0.462119133697,0.226940431874,0.0113161882509,0.0497971004445,0.00159456077353,0.0324107550684,0.00702672551293,0.00392126763774,0.035239527153,0.101660259947
5906,60135,"And now you're left with the breast. 上面的left是剩下的意思,那是動詞嗎? 如果是動詞leave的過去分詞,那這句話是be動詞+ 過去分詞,是被動詞態嗎? 所以字面上的意思是""我被剩下來,和雞在一起""? 還是left不是動詞?抱歉,我搞糊塗了!",1.11176722734e-05,0.00391352456386,0.0199004942017,0.000484613648188,0.137983080786,0.612692820757,0.00375795712327,0.0453447964017,0.000340670000778,0.0164769507952,0.00215202198718,0.00147502096847,0.0546880741972,0.100778856897
4462,60135,"of being hurt, and of being held. 這裡是of being是指被....嗎? 想請問of這個介系詞在這裡的用法?(抱歉,我文法真的很差)",7.0156656156e-06,0.0026473650303,0.0215708324655,0.000281408623858,0.0380950389087,0.36447042286,0.00434528519655,0.0101751752287,0.00014271563019,0.0296444038088,0.000676158261935,0.00077762345929,0.00988943766629,0.517277117194
39498,84045,請問不能用sent to you就好了嗎? 一定要加get?,2.27630083463e-05,0.00812383850716,0.0430397808066,0.00130616891357,0.0241196892538,0.580121904798,0.0161442527121,0.0309455606403,0.000881120820961,0.0477912802326,0.00331342543271,0.00190000933506,0.0141747627121,0.228115442826
72102,80863,老師好喔～  這裡請教一下 為何要用being 這一直讓我搞不太清楚 ,2.34363285656e-05,0.00648699924616,0.00983302018202,0.000648236330428,0.0327759202413,0.802829626581,0.00493441356235,0.00954077040872,0.000452796951342,0.012939465788,0.00113729830663,0.00113128503394,0.015076211399,0.102190519641
